customer_id,city,signup_date,customer_tier,prefered_contact_method
57178,Cape Town,3/14/2024,SILVER,Sms
55476,Cape Town,12/26/2025,Bronze,email
15734, NULL ,5/8/2026,Gold, EMAIL 
7590,Johannesburg,3/21/2022,Gold,whatsapp
33346, NULL ,8/12/2023,Gold, EMAIL 
17221,Pretoria,19/01/2024,Silver,call
26477, NULL ,3/15/2021,NULL,sms
23302,Johannesburg,10/21/2023,NULL,Email
7829,Pretoria,11/16/2022,SILVER,whatsapp
37998, cape town ,11/18/2021,Gold, EMAIL 
20684,Cape Town,7/7/2024,SILVER, EMAIL 
9771,Pretoria,26/04/2021,Gold, EMAIL 
26005,Johannesburg,22/06/2025,Gold,Sms
7680,Durban,10/23/2024,Bronze,whatsapp
31746, cape town ,4/20/2024,Gold,whatsapp
36830, cape town ,2/11/2021,Gold,whatsapp
3001, cape town ,7/17/2021,Gold,email
2454,Cape Town,19/08/2023,Gold,Email
42291,Johannesburg,3/12/2024,SILVER,Email
18065,Cape Town,5/4/2026,Silver,email
19454,Johannesburg,12/15/2025,Bronze,whatsapp
35943,Johannesburg,6/9/2022,Gold,sms
47582,Cape Town,7/11/2024,Gold,sms
25246,Johannesburg,5/31/2023,Bronze,sms
38757,Cape Town,15/12/2021,Silver,Sms
50404,Cape Town,22/03/2022,Bronze,email
7050,Johannesburg,2/3/2021,Silver,email
36425,Durban,20/06/2023,NULL,sms
49785,Pretoria,12/5/2025,Gold,call
47214, cape town ,11/10/2024,NULL,sms
41677,Durban,6/9/2025,SILVER,call
33212,Johannesburg,13/11/2023,NULL,Email
9034,Cape Town,14/08/2022,Gold,call
18146, NULL ,4/26/2022,Gold,sms
15368, NULL ,6/22/2026,Gold,whatsapp
55519,Cape Town,3/12/2024,Silver, EMAIL 
6305, cape town ,9/18/2020,Silver,call
18820,Cape Town,7/24/2023,Gold,call
42731, cape town ,16/07/2022,Bronze,Email
21, NULL ,7/3/2025,NULL,call
22416, NULL ,19/08/2022,Silver,whatsapp
2334, cape town ,7/6/2026,Silver, EMAIL 
13055,Pretoria,4/21/2021,NULL,whatsapp
10883,Cape Town,9/29/2024,Bronze, EMAIL 
54208,Cape Town,8/31/2024,NULL,email
50018,Cape Town,7/13/2023,NULL, EMAIL 
29515, NULL ,8/18/2022,Silver,call
52173, cape town ,6/12/2021,Bronze,Sms
43230,Cape Town,6/13/2021,Bronze,call
33664,Pretoria,8/24/2021,Gold,Sms
30230, NULL ,3/11/2022,NULL,sms
54751, cape town ,9/11/2023,SILVER,call
2942, cape town ,8/2/2024,Gold, EMAIL 
23541,Durban,13/06/2022,SILVER,sms
25010,Durban,5/12/2024,NULL,Email
31304,Cape Town,11/24/2024,NULL,call
31495,Johannesburg,10/18/2022,Bronze,whatsapp
12048,Pretoria,17/04/2026,Gold,email
27174, NULL ,21/04/2024,Silver,Email
40206,Durban,17/01/2023,Gold,Sms
52247, cape town ,28/11/2024,Gold,Sms
52432, cape town ,2/7/2023,Gold,Sms
55209,Pretoria,4/9/2022,Gold,Sms
53872,Durban,27/06/2022,NULL,whatsapp
38473,Durban,8/3/2022,Gold,sms
7696, cape town ,5/5/2023,NULL,whatsapp
20139,Cape Town,1/15/2025,Gold,Sms
24299, NULL ,3/13/2020,Gold,Email
7753, cape town ,NULL,Gold,call
57429,Cape Town,1/30/2021,SILVER,Email
56922,Johannesburg,9/11/2022,SILVER,sms
23883,Durban,NULL,Gold,whatsapp
23539, NULL ,3/11/2021,Bronze,Email
41436,Johannesburg,9/10/2024,NULL,whatsapp
22001, cape town ,14/05/2026,Gold,Sms
19398, NULL ,7/22/2024,SILVER,sms
34849,Pretoria,31/08/2023,SILVER,whatsapp
13422,Johannesburg,12/13/2024,Gold,sms
196, cape town ,NULL,Gold,sms
48983,Johannesburg,3/28/2022,Bronze,email
20207,Johannesburg,7/2/2025,SILVER, EMAIL 
52815,Cape Town,5/5/2026,SILVER,whatsapp
24964,Pretoria,7/3/2024,Gold,call
11779, NULL ,2/27/2024,Gold,whatsapp
46236, NULL ,11/6/2023,NULL,email
57343,Cape Town,3/1/2023,NULL,Sms
16461,Johannesburg,4/23/2022,SILVER, EMAIL 
35184,Cape Town,2/10/2022,SILVER,Sms
42988,Cape Town,5/22/2026,Silver,email
21457, NULL ,3/6/2021,Bronze,whatsapp
765,Cape Town,1/11/2024,NULL,Sms
12884,Johannesburg,26/07/2025,NULL,call
2352, cape town ,1/3/2021,Bronze,Email
40619,Durban,22/10/2024,Silver,call
260,Johannesburg,8/12/2024,SILVER,email
25476,Cape Town,5/30/2026,NULL,whatsapp
45585,Cape Town,18/07/2025,Gold,Email
11760,Cape Town,7/2/2021,SILVER,call
49163,Cape Town,3/11/2021,Gold,Email
35760, cape town ,6/24/2025,Gold,call
28847, NULL ,10/31/2021,SILVER,Email
38015, NULL ,2/6/2025,NULL,sms
11908,Durban,10/1/2023,Bronze, EMAIL 
13940, cape town ,15/03/2026,Silver,sms
25387, cape town ,12/12/2022,NULL,Sms
51156,Cape Town,21/05/2021,Gold,Email
46576,Cape Town,9/7/2025,Gold,sms
47191,Johannesburg,6/23/2024,Gold,call
50891,Cape Town,1/3/2026,SILVER,sms
29751,Cape Town,1/27/2024,Silver,Sms
14715,Cape Town,28/11/2022,Gold, EMAIL 
23436,Durban,6/22/2021,Gold,Email
10065,Pretoria,11/21/2025,Gold,Email
49668,Johannesburg,30/03/2021,SILVER,whatsapp
39064,Johannesburg,4/28/2021,NULL,Email
1028, NULL ,5/20/2021,SILVER,Sms
9279,Johannesburg,11/23/2024,Gold,Email
45576,Cape Town,5/28/2023,Gold,whatsapp
47754,Cape Town,15/09/2023,SILVER,Email
54804,Cape Town,1/26/2023,Gold,call
53135,Cape Town,2/16/2023,Bronze,Email
24927,Durban,12/1/2024,SILVER,email
50070, NULL ,12/16/2025,Gold, EMAIL 
18821,Cape Town,8/23/2023,SILVER,email
9101,Johannesburg,7/18/2021,Silver,whatsapp
49275,Johannesburg,3/27/2023,Bronze,Sms
38337,Pretoria,24/10/2021,SILVER,sms
53386,Johannesburg,NULL,Gold,Sms
9334, cape town ,5/4/2023,NULL,Email
31166,Cape Town,5/20/2026,Silver,sms
24643, cape town ,21/12/2022,Gold,call
38479, cape town ,1/21/2025,Silver,Sms
26168, NULL ,11/16/2024,SILVER,sms
19973,Cape Town,4/8/2025,SILVER,Sms
17534, NULL ,9/15/2021,SILVER,Email
23106, NULL ,5/21/2022,SILVER,email
14232,Cape Town,NULL,Gold,email
13702,Cape Town,NULL,Gold,sms
25917,Pretoria,27/01/2022,Bronze,call
58473, NULL ,2/7/2021,NULL,Sms
41397,Cape Town,9/1/2025,SILVER,email
15407,Durban,7/15/2024,SILVER,email
45033,Johannesburg,1/2/2024,Bronze, EMAIL 
15388,Cape Town,2/28/2024,Gold,email
24604, cape town ,6/8/2021,Bronze,email
8882, cape town ,4/19/2025,SILVER, EMAIL 
49622, NULL ,5/13/2022,NULL, EMAIL 
56374, cape town ,7/27/2024,Gold,Sms
28028,Johannesburg,9/6/2022,Gold,whatsapp
16275,Durban,7/22/2024,Bronze,whatsapp
24461,Cape Town,NULL,Gold,call
35252,Johannesburg,1/8/2022,Silver,Sms
25120, cape town ,1/29/2022,NULL,whatsapp
31669,Pretoria,9/20/2022,Gold,sms
13268,Pretoria,19/07/2024,NULL,call
33437,Durban,5/17/2024,SILVER,Sms
14299,Cape Town,5/19/2024,SILVER,Sms
3746,Johannesburg,7/3/2023,Gold,Sms
18826, NULL ,1/9/2025,Silver, EMAIL 
11266,Cape Town,1/9/2021,Gold,Sms
26094,Cape Town,6/2/2025,Silver,whatsapp
47921,Cape Town,5/26/2021,Silver,whatsapp
51820,Pretoria,6/16/2021,Gold, EMAIL 
12519,Pretoria,7/15/2024,Silver, EMAIL 
54197,Johannesburg,17/12/2025,Gold,call
38394,Cape Town,11/27/2024,NULL,sms
6834,Johannesburg,3/25/2025,Gold,call
24676, NULL ,9/12/2025,Bronze,email
37796,Pretoria,4/13/2024,SILVER,whatsapp
5690,Cape Town,2/20/2021,SILVER,email
39408,Pretoria,19/03/2023,Silver,sms
45641,Cape Town,3/3/2024,Gold,sms
58466, cape town ,2/17/2023,Silver,Email
42658,Johannesburg,3/1/2025,Silver,sms
29412,Durban,6/26/2023,Gold,Sms
42314,Pretoria,3/27/2025,Gold, EMAIL 
25249,Cape Town,13/03/2021,Gold,Email
10547,Cape Town,8/25/2021,NULL,Sms
28990,Johannesburg,11/24/2025,Gold, EMAIL 
1138,Pretoria,5/7/2024,Bronze,whatsapp
28510,Johannesburg,10/2/2023,Silver,Email
9988, NULL ,9/1/2023,SILVER, EMAIL 
10034, cape town ,8/7/2023,NULL,email
37351,Cape Town,5/24/2025,Silver,Email
58887,Pretoria,12/6/2023,Bronze, EMAIL 
17676,Cape Town,11/11/2025,NULL,email
41864, cape town ,17/04/2023,Gold,whatsapp
49784,Cape Town,5/11/2026,Silver, EMAIL 
29930,Johannesburg,9/28/2021,SILVER,Sms
17944,Cape Town,10/27/2024,NULL,sms
13031, cape town ,14/05/2026,Bronze,Sms
3166,Durban,4/24/2025,NULL,Sms
19779, NULL ,9/8/2025,NULL,call
33409,Cape Town,5/6/2024,Gold, EMAIL 
25742,Durban,8/2/2024,Gold,whatsapp
24292,Pretoria,30/12/2025,NULL,email
56669, cape town ,4/9/2023,Bronze,whatsapp
21301,Cape Town,8/8/2022,Gold,sms
38861, cape town ,1/23/2026,NULL,email
42295,Johannesburg,9/4/2024,SILVER,Sms
35454,Cape Town,4/20/2022,Gold,call
16893,Cape Town,9/1/2020,Gold,email
52284, cape town ,5/16/2024,Bronze, EMAIL 
51656,Pretoria,11/15/2023,NULL,sms
36388,Cape Town,2/27/2023,NULL,Sms
30342,Cape Town,5/31/2025,Gold,email
8685,Pretoria,20/09/2024,SILVER,whatsapp
4265, NULL ,9/1/2023,SILVER,sms
44429,Cape Town,2/23/2026,Gold,call
17616,Cape Town,29/07/2021,SILVER,call
29300, cape town ,12/4/2023,Gold,sms
49336, cape town ,4/4/2024,SILVER,Sms
54186,Johannesburg,3/2/2026,Silver,whatsapp
6571,Cape Town,9/19/2021,Gold,email
53051,Durban,8/20/2021,SILVER,whatsapp
39875,Cape Town,2/17/2025,Gold,Sms
11644, cape town ,4/19/2024,SILVER,sms
46600,Pretoria,10/18/2023,NULL,Sms
49593, cape town ,6/8/2025,Gold, EMAIL 
58641,Cape Town,12/23/2021,NULL,email
55135,Durban,5/26/2024,Gold,Sms
13917,Cape Town,10/7/2020,Gold,email
3367,Durban,2/24/2021,Silver,whatsapp
24605,Cape Town,8/27/2024,NULL,sms
2538,Pretoria,2/26/2021,Gold, EMAIL 
18325,Cape Town,4/3/2023,SILVER,email
54321, cape town ,13/07/2021,Gold,Sms
40521,Cape Town,11/26/2020,NULL,email
54569,Cape Town,14/12/2025,Gold,whatsapp
48064, cape town ,6/22/2025,Gold,Sms
12363, NULL ,8/6/2022,Gold,whatsapp
25278,Cape Town,10/18/2021,Silver,call
58553,Johannesburg,2/12/2021,NULL,whatsapp
2366,Durban,22/09/2022,Gold, EMAIL 
45968,Cape Town,1/31/2024,NULL,sms
36478,Pretoria,1/4/2021,Silver,sms
22969,Cape Town,7/17/2025,Silver,sms
27345,Cape Town,8/13/2021,Silver,Sms
12759,Pretoria,7/12/2022,Silver,call
39819,Cape Town,1/31/2021,NULL,Sms
10372,Cape Town,12/26/2025,Gold,whatsapp
43551,Pretoria,8/15/2024,NULL,call
43215, cape town ,13/07/2025,Silver,call
56476,Cape Town,9/17/2024,Bronze,Sms
23654,Durban,3/27/2021,SILVER,Sms
23949,Cape Town,1/29/2024,Bronze,Sms
56259,Cape Town,7/16/2025,Silver,email
14711,Cape Town,12/2/2025,Gold,Sms
43401, cape town ,8/18/2021,NULL,Sms
28814,Pretoria,4/25/2021,Gold,whatsapp
18288,Durban,4/15/2023,NULL,email
16764, NULL ,14/02/2023,Bronze,sms
5180,Cape Town,12/15/2023,Gold,call
39799, cape town ,10/31/2023,Gold,call
14765,Cape Town,3/14/2021,SILVER,call
51765,Johannesburg,3/6/2022,SILVER,Sms
10340, NULL ,2/14/2023,Silver,Sms
31071,Cape Town,5/19/2022,Gold,sms
4576,Johannesburg,12/19/2022,SILVER,Sms
44995,Cape Town,9/24/2023,SILVER,call
39352,Johannesburg,19/06/2022,Bronze,Sms
33061,Pretoria,20/01/2026,Bronze,call
42081, NULL ,10/15/2025,Gold,sms
41265,Pretoria,11/4/2021,Silver,email
19996, cape town ,21/08/2022,Bronze,call
37384,Johannesburg,12/21/2022,Silver, EMAIL 
50352,Cape Town,10/11/2021,Gold,sms
6053,Durban,27/05/2026,Silver, EMAIL 
27680,Cape Town,3/21/2021,Gold,whatsapp
43735,Cape Town,9/7/2021,Gold,email
26199,Cape Town,12/19/2022,Silver,email
645,Durban,6/18/2022,Gold,call
1328,Pretoria,8/10/2025,Bronze,Sms
40197,Durban,8/26/2022,Gold,email
56898,Durban,11/27/2023,SILVER,sms
38666,Durban,4/29/2025,Gold,sms
48276,Johannesburg,5/4/2024,Bronze,Sms
43274, NULL ,4/2/2024,Bronze,Sms
26833,Durban,1/16/2021,NULL,sms
4762, cape town ,12/16/2022,Bronze, EMAIL 
47835, cape town ,3/1/2026,Silver,Sms
53406,Pretoria,8/29/2025,NULL,whatsapp
38106,Pretoria,4/4/2022,Gold,email
4811,Pretoria,9/5/2021,SILVER,call
19494,Johannesburg,11/22/2025,NULL,sms
2586,Johannesburg,2/14/2025,Silver,email
9403, NULL ,4/16/2026,Bronze, EMAIL 
29106,Pretoria,10/4/2021,SILVER,Sms
51121,Durban,4/22/2021,Silver, EMAIL 
25922,Durban,10/10/2022,Gold,email
43388, cape town ,6/16/2024,Bronze,email
1178,Cape Town,10/30/2025,Bronze, EMAIL 
35534,Johannesburg,4/9/2024,NULL,Sms
35778,Johannesburg,7/29/2021,Gold,whatsapp
49478,Pretoria,10/4/2024,NULL,Sms
5169,Cape Town,5/19/2025,Gold, EMAIL 
56332,Cape Town,1/11/2023,Gold,call
49363,Pretoria,4/29/2021,Gold,sms
49458, cape town ,5/26/2025,NULL,call
37821,Pretoria,22/10/2023,Bronze,call
15073,Cape Town,3/8/2022,Gold,sms
43752,Durban,4/20/2026,Gold,Sms
6542,Johannesburg,8/11/2021,Gold,Sms
33580, NULL ,27/03/2021,NULL, EMAIL 
7817, NULL ,11/12/2025,Bronze,Sms
14518, cape town ,11/9/2023,SILVER, EMAIL 
44935, NULL ,11/23/2022,Bronze,Sms
6243, NULL ,3/12/2021,Silver,call
22054,Pretoria,9/17/2022,SILVER,Sms
49196,Johannesburg,1/20/2025,Bronze,sms
37692, NULL ,1/9/2022,Gold,email
57625,Cape Town,3/17/2020,NULL,sms
36876, cape town ,21/04/2024,Gold,whatsapp
43058,Durban,2/1/2026,Bronze, EMAIL 
24945,Johannesburg,4/1/2020,Silver,Sms
20453,Pretoria,3/26/2022,Gold,email
5133,Johannesburg,2/10/2023,Silver,Sms
55466, cape town ,6/2/2026,Gold,whatsapp
4512, NULL ,2/10/2021,Bronze, EMAIL 
12310, cape town ,11/25/2022,Gold,email
35488,Johannesburg,1/26/2023,Gold,email
58536, cape town ,19/02/2025,SILVER,whatsapp
6871,Cape Town,5/6/2026,Gold,email
20300,Pretoria,14/08/2025,Bronze, EMAIL 
58432,Johannesburg,2/11/2024,Silver,Sms
9593,Cape Town,5/9/2024,NULL,sms
47464, cape town ,4/4/2025,NULL, EMAIL 
2357,Cape Town,3/4/2021,Gold,Sms
14489,Pretoria,2/20/2023,Gold,Sms
45051,Johannesburg,12/6/2022,Gold,email
24089,Durban,5/27/2022,Gold,Sms
39942,Cape Town,6/9/2025,Bronze,sms
57119,Pretoria,11/27/2021,Gold,email
35235,Johannesburg,5/17/2026,Bronze,Sms
4893,Durban,12/8/2022,SILVER,sms
19615,Johannesburg,29/11/2022,SILVER,whatsapp
14908,Cape Town,9/13/2021,Gold,whatsapp
22894,Pretoria,8/1/2022,Gold,Sms
43116, cape town ,15/02/2024,Gold,Sms
12220,Cape Town,10/8/2025,NULL,call
1382,Cape Town,6/11/2024,Gold,email
22729,Cape Town,3/5/2022,Gold,Sms
24528, cape town ,6/18/2024,Gold,Sms
31055,Johannesburg,6/30/2023,Bronze,sms
56412, NULL ,20/11/2023,Silver,Sms
47851,Johannesburg,3/23/2022,Silver, EMAIL 
19506,Pretoria,2/17/2024,Silver,sms
58569, NULL ,11/30/2025,SILVER,email
33517, cape town ,11/8/2021,Bronze,email
13683,Cape Town,10/1/2024,Gold, EMAIL 
19292, NULL ,11/30/2021,Gold, EMAIL 
29889,Johannesburg,2/12/2022,NULL,whatsapp
28349, cape town ,9/16/2023,Gold,whatsapp
16109,Pretoria,12/22/2020,SILVER,Sms
1989,Cape Town,7/8/2023,Gold,email
7922,Cape Town,4/27/2026,Gold,sms
4036,Cape Town,2/9/2024,Silver,email
29650,Cape Town,2/14/2022,Silver,call
42022, NULL ,9/5/2023,Silver,Sms
45150, cape town ,14/08/2021,Gold,sms
21668,Durban,10/10/2023,Gold,sms
56909,Johannesburg,4/25/2026,Gold,Sms
43512,Pretoria,26/01/2026,Bronze, EMAIL 
42439, cape town ,10/1/2026,SILVER, EMAIL 
22159,Pretoria,12/2/2022,Bronze,Sms
6268, cape town ,6/19/2024,Silver, EMAIL 
11227,Pretoria,9/16/2020,Silver,call
5204,Pretoria,4/17/2022,Gold,Sms
37593,Durban,4/14/2025,NULL,Sms
36314, NULL ,2/15/2025,Silver,email
47892,Cape Town,5/8/2021,SILVER,Sms
32959,Pretoria,2/10/2026,NULL,sms
28562, cape town ,31/01/2025,Gold, EMAIL 
27005, NULL ,7/20/2025,Silver,Sms
27114, NULL ,1/7/2024,Silver,Sms
12942,Cape Town,24/07/2023,Gold, EMAIL 
9073, NULL ,4/4/2024,Silver,call
58886, cape town ,10/8/2021,SILVER,sms
45587, NULL ,1/4/2024,Gold, EMAIL 
43544,Durban,12/1/2022,SILVER,email
28531,Pretoria,10/9/2022,NULL,Sms
53573,Cape Town,2/24/2025,Gold,email
20470,Pretoria,5/7/2025,Silver,Sms
39156,Cape Town,5/12/2021,Bronze, EMAIL 
29867,Cape Town,11/9/2021,Silver,sms
20706,Cape Town,7/6/2024,Bronze,whatsapp
4287,Pretoria,4/17/2022,Silver,whatsapp
15509,Johannesburg,3/31/2024,SILVER, EMAIL 
27068, cape town ,19/03/2026,Bronze, EMAIL 
57261,Cape Town,3/5/2022,NULL,email
54448,Cape Town,8/8/2022,Gold,Sms
43787,Cape Town,9/29/2023,SILVER,Sms
23093,Johannesburg,6/11/2021,Silver,email
53412, cape town ,6/24/2022,Gold,sms
42975, cape town ,12/13/2021,NULL,Sms
5141,Cape Town,6/11/2021,Silver,call
4671,Cape Town,2/10/2026,NULL, EMAIL 
50427,Cape Town,9/16/2024,SILVER,Sms
24771,Durban,3/3/2026,NULL,Sms
32444,Cape Town,11/11/2022,Silver,Sms
54258,Pretoria,17/08/2022,Bronze,call
42235, NULL ,30/01/2025,SILVER,Sms
25336,Pretoria,6/4/2022,Bronze,whatsapp
51616,Pretoria,6/16/2021,Gold,sms
23904,Pretoria,28/05/2023,NULL,email
41514, NULL ,12/3/2023,Gold,Sms
13719, NULL ,8/4/2021,Bronze,email
10026,Cape Town,6/10/2023,Bronze,call
20536,Pretoria,8/29/2023,Gold,sms
13678,Cape Town,4/9/2023,SILVER,email
21493,Cape Town,6/5/2022,Bronze,sms
44129, NULL ,2/27/2026,SILVER, EMAIL 
1348,Durban,3/30/2026,Silver,whatsapp
25430, cape town ,13/03/2022,SILVER,whatsapp
47803, cape town ,30/07/2024,Silver,Sms
49293, cape town ,8/25/2023,Silver,email
50144, NULL ,2/21/2023,SILVER,Sms
8051,Pretoria,8/5/2024,Gold, EMAIL 
47050, cape town ,3/6/2022,NULL,whatsapp
9091,Durban,1/7/2024,Silver,whatsapp
25640,Cape Town,6/11/2022,Gold,Sms
6479,Pretoria,29/03/2024,NULL,email
14266, NULL ,7/6/2022,SILVER,Sms
43754,Cape Town,9/23/2022,Silver,email
29939,Durban,2/14/2023,SILVER, EMAIL 
9159,Pretoria,11/28/2023,SILVER,email
30569,Pretoria,3/14/2023,Silver,Sms
12675, NULL ,9/16/2025,Silver,call
33925, NULL ,28/03/2025,SILVER,call
37694,Cape Town,7/29/2021,Bronze,Sms
28977,Durban,9/7/2023,Bronze,sms
41989,Johannesburg,2/22/2024,Bronze,email
36272,Durban,1/28/2021,Silver, EMAIL 
23877,Johannesburg,5/10/2023,Gold,Sms
40574, NULL ,4/25/2024,SILVER, EMAIL 
38401, cape town ,2/6/2023,NULL,sms
56163,Cape Town,12/24/2022,Gold,email
7057,Johannesburg,3/27/2025,SILVER, EMAIL 
38483,Cape Town,3/1/2021,Gold, EMAIL 
20967,Cape Town,5/24/2026,SILVER,call
35126,Durban,2/15/2021,Bronze,email
54873,Durban,7/27/2025,Bronze,sms
50411,Johannesburg,13/10/2022,Silver,Sms
31880, NULL ,16/11/2023,SILVER,whatsapp
32767,Cape Town,8/9/2025,Silver,Sms
6954, cape town ,8/10/2023,SILVER,Sms
25755, NULL ,4/21/2024,Silver, EMAIL 
32981,Pretoria,11/20/2021,Gold,Sms
14484,Pretoria,15/04/2023,Bronze, EMAIL 
48037, cape town ,9/2/2024,NULL,call
53421,Durban,5/23/2021,Gold,Sms
32128,Pretoria,1/10/2024,Gold,Sms
49397,Cape Town,4/8/2021,Silver,sms
6144, NULL ,12/21/2021,Bronze,call
57956,Cape Town,1/8/2022,Bronze,email
22736,Cape Town,4/28/2021,Gold, EMAIL 
57923, cape town ,6/15/2023,NULL, EMAIL 
9803,Durban,3/9/2023,Gold,whatsapp
55076,Cape Town,6/7/2023,Gold, EMAIL 
22833, NULL ,3/31/2025,NULL,email
35704,Cape Town,4/5/2024,NULL,sms
33485,Johannesburg,7/26/2025,SILVER,whatsapp
13673,Cape Town,7/12/2023,SILVER,Sms
42659, NULL ,3/24/2025,SILVER,email
4173,Pretoria,8/26/2025,Bronze,sms
32454, cape town ,24/10/2021,SILVER,email
12838,Johannesburg,5/9/2026,NULL,Sms
34140, NULL ,20/10/2022,Gold,call
24403,Cape Town,26/04/2025,Silver, EMAIL 
34592,Pretoria,11/11/2023,Gold, EMAIL 
49516,Pretoria,4/15/2022,Gold,Sms
42165,Cape Town,26/05/2022,Gold,whatsapp
11651,Pretoria,11/30/2025,Bronze,whatsapp
11556,Pretoria,10/7/2021,Silver,Sms
34086, NULL ,1/1/2021,SILVER,Sms
40857,Cape Town,2/10/2024,Bronze,email
45596, NULL ,5/22/2023,Gold,sms
52765,Johannesburg,2/9/2024,NULL,whatsapp
11303,Johannesburg,30/05/2024,Gold,sms
307, cape town ,18/05/2024,Silver,sms
19285,Durban,4/21/2023,Gold, EMAIL 
28323,Pretoria,8/10/2024,NULL,call
50798,Durban,1/9/2022,Bronze,Sms
49736,Johannesburg,10/27/2024,SILVER,whatsapp
26435,Durban,4/8/2026,Silver,Sms
45621,Durban,1/6/2026,Gold,sms
39670, cape town ,18/12/2021,Gold,email
37030, cape town ,8/3/2022,Bronze,Sms
41894,Johannesburg,4/18/2021,Gold,Sms
43522,Pretoria,2/4/2023,Silver,call
58124,Pretoria,3/30/2024,Bronze,call
56283,Pretoria,11/4/2024,Gold,Sms
58856,Durban,20/08/2021,NULL,whatsapp
44126,Johannesburg,10/22/2024,NULL,Sms
7471,Durban,19/01/2021,SILVER, EMAIL 
29580,Johannesburg,11/16/2023,Gold,call
40079,Johannesburg,2/8/2024,Silver,email
33077, cape town ,2/21/2021,Bronze,call
32679, NULL ,3/15/2025,Silver,whatsapp
28452,Pretoria,1/19/2022,NULL,Sms
42781, cape town ,8/31/2025,Bronze,whatsapp
51048,Johannesburg,1/22/2026,Gold,whatsapp
46324, NULL ,2/6/2024,Bronze,call
35907,Durban,18/01/2026,Gold,email
17087,Johannesburg,27/04/2023,Gold,sms
58857, cape town ,6/9/2024,SILVER,whatsapp
47820,Cape Town,8/2/2022,SILVER,sms
31232,Durban,12/27/2022,Gold,Sms
35845, NULL ,2/22/2026,Silver,Sms
58720,Durban,11/8/2024,Bronze, EMAIL 
53479, NULL ,15/01/2026,NULL,email
47426, NULL ,7/3/2023,SILVER, EMAIL 
25555,Cape Town,3/20/2024,Silver,call
520, cape town ,5/6/2023,Silver,whatsapp
27509,Johannesburg,12/5/2023,NULL,email
32997,Cape Town,7/10/2024,Gold,whatsapp
4184,Pretoria,1/10/2025,Silver,sms
40045, cape town ,3/25/2025,SILVER,sms
26840,Cape Town,11/30/2023,Bronze,whatsapp
32933, NULL ,12/5/2021,Gold,Sms
22240, cape town ,24/02/2021,Gold,whatsapp
25385, NULL ,8/14/2024,Silver,sms
8745,Durban,2/13/2024,SILVER,call
11023,Pretoria,12/1/2023,Gold,whatsapp
32777,Pretoria,7/18/2025,Gold,call
40526,Durban,3/20/2025,SILVER,sms
17262, cape town ,10/25/2023,NULL,email
58919,Durban,2/21/2024,Silver,whatsapp
19031,Cape Town,11/12/2023,NULL, EMAIL 
55829,Johannesburg,4/22/2021,Gold,Sms
47337, NULL ,7/3/2021,SILVER,sms
24991, NULL ,2/14/2022,Silver,email
5287,Durban,9/30/2021,SILVER,Sms
31183,Cape Town,7/23/2022,NULL,Sms
36563,Johannesburg,6/16/2022,Silver,whatsapp
10181,Johannesburg,18/03/2025,Gold,sms
37859,Pretoria,8/9/2024,Bronze,Sms
23815, NULL ,16/12/2022,Silver,sms
42753,Cape Town,3/3/2026,Silver,sms
32822,Johannesburg,1/17/2026,Bronze,whatsapp
5821, cape town ,10/6/2025,SILVER,call
57161,Cape Town,12/12/2024,Silver,sms
30103,Pretoria,4/1/2023,Bronze,whatsapp
3720, NULL ,11/5/2021,Gold,Sms
39434, NULL ,8/6/2022,SILVER,sms
26614,Cape Town,11/17/2025,Silver,whatsapp
19619,Pretoria,8/3/2020,Silver,sms
885,Cape Town,10/2/2021,NULL,whatsapp
10324,Pretoria,6/6/2023,NULL,email
36017,Johannesburg,23/01/2025,Silver,Sms
29504,Pretoria,6/12/2023,SILVER,sms
29135,Cape Town,1/25/2023,Silver,Sms
7908,Johannesburg,4/23/2024,Gold, EMAIL 
50242,Cape Town,30/04/2024,SILVER,email
3798,Cape Town,4/15/2021,Silver,Sms
16709, cape town ,12/3/2022,Gold,email
18120,Johannesburg,12/25/2023,Gold,Sms
40090,Johannesburg,27/05/2026,SILVER,sms
736, cape town ,23/02/2022,Bronze,call
24275,Johannesburg,7/9/2022,Silver,call
46434,Durban,2/25/2021,NULL,Sms
39499,Cape Town,20/12/2024,Bronze,whatsapp
56329,Durban,4/17/2026,Gold,Sms
44761,Durban,21/11/2021,Gold,call
38580,Durban,10/11/2021,Bronze,email
49389, cape town ,12/16/2023,Bronze,Sms
32390,Pretoria,8/29/2020,SILVER,call
21970,Durban,9/11/2021,Silver,sms
20607, cape town ,6/3/2023,Gold,sms
14221,Pretoria,31/08/2021,NULL, EMAIL 
33038,Johannesburg,6/7/2024,SILVER,whatsapp
16317,Cape Town,9/24/2025,Gold,email
30491,Cape Town,8/10/2025,SILVER,email
14749,Durban,31/12/2021,Gold,email
23394,Johannesburg,1/10/2024,NULL,whatsapp
50753,Pretoria,31/10/2025,Silver,Sms
6736,Cape Town,18/09/2023,NULL,whatsapp
55965,Johannesburg,28/09/2021,Bronze,sms
23559,Durban,11/6/2021,Bronze, EMAIL 
26695,Johannesburg,15/12/2021,SILVER,Sms
18348,Durban,6/4/2022,Silver,whatsapp
21782,Cape Town,4/20/2022,NULL,Sms
9250,Cape Town,15/09/2022,Gold,Sms
15678,Cape Town,4/16/2025,NULL,sms
22282,Johannesburg,1/28/2025,Gold,call
